Close,Volume,Low,Date,Adj Close,High,Ticker,Open
639.5250244140625,89752,635.5,2020-01-01,573.4141845703125,640.2000122070312,HDFCBANK.BO,637.5
536.7999877929688,180042,535.7000122070312,2020-01-01,519.1918334960938,542.5999755859375,ICICIBANK.BO,539.2000122070312
736.9000244140625,86151,732.6500244140625,2020-01-01,642.8809204101562,739.9000244140625,INFY.BO,733.5999755859375
754.8499755859375,913648,752.6749877929688,2020-01-01,726.8450317382812,763.7000122070312,RELIANCE.BO,758.0499877929688
2169.800048828125,36398,2154.25,2020-01-01,1922.333984375,2183.35009765625,TCS.BO,2170.0
643.3250122070312,82168,638.75,2020-01-02,576.8213500976562,643.9500122070312,HDFCBANK.BO,639.0
540.7000122070312,574736,535.9500122070312,2020-01-02,522.9639282226562,542.0,ICICIBANK.BO,536.7999877929688
734.7000122070312,131129,731.3499755859375,2020-01-02,640.961669921875,740.2000122070312,INFY.BO,738.0499877929688
767.6749877929688,1452578,756.5,2020-01-02,739.1942749023438,770.4000244140625,RELIANCE.BO,757.0
2157.449951171875,56619,2150.0,2020-01-02,1911.3922119140625,2177.89990234375,TCS.BO,2173.10009765625
634.0499877929688,2201714,631.5,2020-01-03,568.505126953125,644.5,HDFCBANK.BO,644.5
538.75,1227512,536.4000244140625,2020-01-03,521.077880859375,540.9000244140625,ICICIBANK.BO,538.7000122070312
746.0999755859375,288087,734.25,2020-01-03,650.9072265625,747.75,INFY.BO,734.5
768.625,708174,761.7000122070312,2020-01-03,740.1090087890625,770.6500244140625,RELIANCE.BO,767.2000122070312
2200.39990234375,330173,2162.550048828125,2020-01-03,1949.443603515625,2223.0,TCS.BO,2169.0
620.5750122070312,1148500,618.0,2020-01-06,556.4231567382812,632.9000244140625,HDFCBANK.BO,632.9000244140625
525.6500244140625,486437,523.9500122070312,2020-01-06,508.4076232910156,537.8499755859375,ICICIBANK.BO,537.8499755859375
738.6500244140625,191481,736.7000122070312,2020-01-06,644.4077758789062,753.9500122070312,INFY.BO,745.0999755859375
750.75,906262,748.75,2020-01-06,722.8970947265625,764.0,RELIANCE.BO,763.5
2200.14990234375,84845,2188.300048828125,2020-01-06,1949.22265625,2226.39990234375,TCS.BO,2201.0
630.4249877929688,1189756,626.0999755859375,2020-01-07,565.2548828125,635.875,HDFCBANK.BO,629.1500244140625
520.7000122070312,2010164,520.0499877929688,2020-01-07,503.6200256347656,535.5,ICICIBANK.BO,530.0999755859375
727.75,211980,725.1500244140625,2020-01-07,634.8984375,742.3499755859375,INFY.BO,739.0499877929688
762.5250244140625,1008480,757.2249755859375,2020-01-07,734.2352905273438,767.0,RELIANCE.BO,760.0
2205.14990234375,44109,2184.0,2020-01-07,1953.6524658203125,2214.800048828125,TCS.BO,2201.0
628.5250244140625,4598734,620.0,2020-01-08,563.5512084960938,630.6500244140625,HDFCBANK.BO,625.0
525.8499755859375,570604,515.0,2020-01-08,508.6009521484375,527.0,ICICIBANK.BO,515.5
718.1500244140625,280761,708.4000244140625,2020-01-08,626.5233764648438,728.7000122070312,INFY.BO,725.0
756.9749755859375,540976,754.0,2020-01-08,728.89111328125,767.2249755859375,RELIANCE.BO,754.0
2255.050048828125,109402,2200.0,2020-01-08,1997.861083984375,2259.949951171875,TCS.BO,2200.0
635.4000244140625,287600,631.5,2020-01-09,569.715576171875,637.9000244140625,HDFCBANK.BO,631.5
546.2999877929688,1699565,530.7000122070312,2020-01-09,528.380126953125,547.4500122070312,ICICIBANK.BO,532.0
727.5499877929688,321670,714.5,2020-01-09,634.7239990234375,731.25,INFY.BO,722.9000244140625
773.9749755859375,516028,765.9249877929688,2020-01-09,745.2605590820312,774.9000244140625,RELIANCE.BO,768.625
2216.0,102267,2210.449951171875,2020-01-09,1963.2647705078125,2251.050048828125,TCS.BO,2251.050048828125
641.5999755859375,294180,637.7000122070312,2020-01-10,575.274658203125,643.4500122070312,HDFCBANK.BO,641.5
540.25,7467791,538.5,2020-01-10,522.5286254882812,546.4500122070312,ICICIBANK.BO,545.4000244140625
